0,1,2,3,4,5,6,7,8,9,10
other vegetables,soda,frozen potato products,,,,,,,,
tropical fruit,brown bread,,,,,,,,,
newspapers,chocolate,,,,,,,,,
chicken,pickled vegetables,,,,,,,,,
sweet spreads,berries,butter milk,pip fruit,soda,other vegetables,fruit/vegetable juice,whole milk,,,
pork,pastry,candy,,,,,,,,
whipped/sour cream,other vegetables,flour,,,,,,,,
pastry,bottled beer,fruit/vegetable juice,,,,,,,,
margarine,bathroom cleaner,,,,,,,,,
soda,pork,,,,,,,,,
rolls/buns,other vegetables,chewing gum,,,,,,,,
whole milk,frozen vegetables,soda,,,,,,,,
pip fruit,tropical fruit,rolls/buns,pip fruit,rolls/buns,,,,,,
chicken,cling film/bags,rolls/buns,,,,,,,,
yogurt,chocolate,,,,,,,,,
yogurt,margarine,,,,,,,,,
tropical fruit,newspapers,specialty chocolate,margarine,,,,,,,
citrus fruit,white bread,,,,,,,,,
cream cheese ,newspapers,,,,,,,,,
newspapers,sausage,sugar,,,,,,,,
seasonal products,white bread,,,,,,,,,
whole milk,rolls/buns,,,,,,,,,
pork,meat,rolls/buns,onions,frozen vegetables,root vegetables,beverages,,,,
pork,white bread,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
newspapers,pastry,,,,,,,,,
whole milk,rolls/buns,ice cream,brown bread,,,,,,,
yogurt,tropical fruit,,,,,,,,,
soda,tropical fruit,,,,,,,,,
hard cheese,root vegetables,white bread,,,,,,,,
whole milk,specialty chocolate,,,,,,,,,
soda,ice cream,,,,,,,,,
chicken,pastry,waffles,,,,,,,,
bottled beer,sausage,cream cheese ,frozen vegetables,,,,,,,
red/blush wine,curd,,,,,,,,,
condensed milk,fruit/vegetable juice,white wine,specialty fat,,,,,,,
other vegetables,whole milk,,,,,,,,,
beverages,whole milk,,,,,,,,,
rolls/buns,dessert,,,,,,,,,
butter milk,yogurt,,,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
curd,nuts/prunes,root vegetables,sausage,whole milk,rolls/buns,root vegetables,bottled water,hard cheese,,
chewing gum,rolls/buns,,,,,,,,,
frozen vegetables,canned beer,brown bread,soda,,,,,,,
soda,bottled water,house keeping products,,,,,,,,
frankfurter,salt,,,,,,,,,
whole milk,curd,,,,,,,,,
root vegetables,frozen vegetables,pet care,,,,,,,,
other vegetables,root vegetables,,,,,,,,,
white bread,meat,domestic eggs,roll products ,,,,,,,
white wine,whole milk,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
soda,coffee,salty snack,,,,,,,,
soda,roll products ,,,,,,,,,
yogurt,other vegetables,,,,,,,,,
tropical fruit,whole milk,,,,,,,,,
domestic eggs,specialty fat,,,,,,,,,
bottled water,sauces,,,,,,,,,
hard cheese,sweet spreads,,,,,,,,,
bottled water,other vegetables,,,,,,,,,
cat food,soda,,,,,,,,,
curd cheese,UHT-milk,,,,,,,,,
curd,brown bread,whole milk,chewing gum,,,,,,,
tropical fruit,whole milk,chocolate,,,,,,,,
cat food,rolls/buns,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
frankfurter,liver loaf,canned vegetables,condensed milk,,,,,,,
frankfurter,soda,napkins,,,,,,,,
semi-finished bread,whole milk,fruit/vegetable juice,,,,,,,,
salty snack,pastry,oil,,,,,,,,
rolls/buns,whipped/sour cream,,,,,,,,,
other vegetables,newspapers,,,,,,,,,
pork,condensed milk,,,,,,,,,
canned beer,canned beer,,,,,,,,,
misc. beverages,bottled beer,,,,,,,,,
specialty fat,other vegetables,white wine,,,,,,,,
napkins,photo/film,dessert,,,,,,,,
pastry,sugar,,,,,,,,,
whole milk,newspapers,,,,,,,,,
rolls/buns,seasonal products,other vegetables,white bread,,,,,,,
rolls/buns,soda,,,,,,,,,
sausage,sausage,,,,,,,,,
whipped/sour cream,shopping bags,rolls/buns,,,,,,,,
dessert,shopping bags,,,,,,,,,
pot plants,other vegetables,,,,,,,,,
fruit/vegetable juice,cat food,,,,,,,,,
misc. beverages,yogurt,oil,,,,,,,,
oil,herbs,,,,,,,,,
dish cleaner,whole milk,frozen vegetables,waffles,,,,,,,
processed cheese,specialty bar,,,,,,,,,
ham,fruit/vegetable juice,chocolate,,,,,,,,
whole milk,other vegetables,red/blush wine,coffee,other vegetables,bottled water,bottled water,sugar,,,
coffee,baking powder,,,,,,,,,
whole milk,cream cheese ,,,,,,,,,
beef,domestic eggs,,,,,,,,,
pastry,baking powder,,,,,,,,,
sausage,dog food,,,,,,,,,
whole milk,candy,,,,,,,,,
soda,soups,,,,,,,,,
seasonal products,dishes,shopping bags,,,,,,,,
chicken,cream cheese ,citrus fruit,chicken,pet care,napkins,condensed milk,specialty chocolate,,,
chocolate,canned beer,frozen fish,,,,,,,,
cream cheese ,female sanitary products,,,,,,,,,
root vegetables,brown bread,,,,,,,,,
rolls/buns,curd,,,,,,,,,
citrus fruit,whole milk,beef,shopping bags,,,,,,,
domestic eggs,cream cheese ,,,,,,,,,
misc. beverages,pastry,,,,,,,,,
sausage,whole milk,detergent,rolls/buns,,,,,,,
butter milk,margarine,,,,,,,,,
root vegetables,domestic eggs,,,,,,,,,
other vegetables,rum,bottled water,,,,,,,,
whole milk,pip fruit,detergent,,,,,,,,
packaged fruit/vegetables,chewing gum,ham,condensed milk,soda,,,,,,
citrus fruit,whole milk,chocolate,,,,,,,,
instant coffee,shopping bags,,,,,,,,,
yogurt,salty snack,,,,,,,,,
citrus fruit,frankfurter,coffee,UHT-milk,candy,fruit/vegetable juice,,,,,
rolls/buns,pip fruit,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
meat,other vegetables,,,,,,,,,
whole milk,detergent,soda,,,,,,,,
whole milk,baking powder,,,,,,,,,
citrus fruit,shopping bags,shopping bags,,,,,,,,
sausage,rolls/buns,curd,salty snack,whipped/sour cream,hard cheese,,,,,
sausage,long life bakery product,,,,,,,,,
root vegetables,whole milk,newspapers,,,,,,,,
sausage,onions,,,,,,,,,
canned beer,roll products ,root vegetables,flower (seeds),,,,,,,
meat,herbs,,,,,,,,,
frankfurter,shopping bags,frozen vegetables,,,,,,,,
coffee,frozen fish,,,,,,,,,
salty snack,soda,oil,,,,,,,,
brown bread,whole milk,canned fish,brown bread,,,,,,,
brown bread,margarine,chocolate,fruit/vegetable juice,,,,,,,
whole milk,berries,,,,,,,,,
tropical fruit,citrus fruit,frankfurter,spices,butter milk,UHT-milk,,,,,
beverages,bottled water,,,,,,,,,
root vegetables,tropical fruit,,,,,,,,,
chocolate,whipped/sour cream,rolls/buns,,,,,,,,
oil,candy,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
bottled water,frozen vegetables,,,,,,,,,
specialty bar,processed cheese,whole milk,whole milk,misc. beverages,,,,,,
tropical fruit,salty snack,,,,,,,,,
soda,curd,sliced cheese,,,,,,,,
white wine,spread cheese,,,,,,,,,
soda,whipped/sour cream,,,,,,,,,
mayonnaise,chocolate,,,,,,,,,
yogurt,shopping bags,bottled water,,,,,,,,
chicken,butter milk,,,,,,,,,
fruit/vegetable juice,berries,,,,,,,,,
bottled water,brown bread,,,,,,,,,
condensed milk,yogurt,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
bottled beer,newspapers,seasonal products,bottled water,,,,,,,
soda,bottled water,,,,,,,,,
root vegetables,frozen vegetables,,,,,,,,,
canned beer,specialty chocolate,other vegetables,cream cheese ,,,,,,,
pip fruit,newspapers,fruit/vegetable juice,,,,,,,,
soda,seasonal products,,,,,,,,,
cream,shopping bags,,,,,,,,,
herbs,white bread,curd cheese,,,,,,,,
onions,soft cheese,,,,,,,,,
tropical fruit,coffee,whole milk,,,,,,,,
domestic eggs,whole milk,brown bread,,,,,,,,
citrus fruit,root vegetables,,,,,,,,,
beverages,shopping bags,,,,,,,,,
tropical fruit,root vegetables,,,,,,,,,
yogurt,canned vegetables,seasonal products,,,,,,,,
frankfurter,tropical fruit,,,,,,,,,
whole milk,pork,brown bread,other vegetables,,,,,,,
specialty bar,candy,,,,,,,,,
pork,bottled water,bottled water,,,,,,,,
berries,pet care,,,,,,,,,
whole milk,domestic eggs,pasta,,,,,,,,
ice cream,white wine,soups,instant coffee,,,,,,,
root vegetables,meat,,,,,,,,,
whipped/sour cream,yogurt,,,,,,,,,
bottled water,rolls/buns,domestic eggs,,,,,,,,
beverages,newspapers,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
whole milk,other vegetables,,,,,,,,,
pork,berries,,,,,,,,,
turkey,yogurt,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
berries,cake bar,,,,,,,,,
pastry,soda,,,,,,,,,
frozen potato products,detergent,,,,,,,,,
pastry,yogurt,bottled water,soda,,,,,,,
newspapers,frozen vegetables,long life bakery product,,,,,,,,
chocolate,margarine,bottled water,soda,,,,,,,
rice,chewing gum,rolls/buns,,,,,,,,
other vegetables,whole milk,,,,,,,,,
cream cheese ,sugar,,,,,,,,,
sausage,cream cheese ,,,,,,,,,
chocolate,white bread,,,,,,,,,
tropical fruit,herbs,,,,,,,,,
other vegetables,pastry,,,,,,,,,
hamburger meat,frozen potato products,whole milk,citrus fruit,semi-finished bread,napkins,,,,,
whole milk,pastry,specialty cheese,,,,,,,,
UHT-milk,bottled beer,domestic eggs,rolls/buns,,,,,,,
yogurt,domestic eggs,pasta,,,,,,,,
canned beer,pip fruit,,,,,,,,,
citrus fruit,jam,,,,,,,,,
other vegetables,soda,,,,,,,,,
other vegetables,tropical fruit,,,,,,,,,
specialty chocolate,herbs,,,,,,,,,
bottled water,butter,,,,,,,,,
sausage,whole milk,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
whole milk,candy,,,,,,,,,
canned vegetables,pasta,,,,,,,,,
cake bar,whole milk,,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
bottled beer,hamburger meat,,,,,,,,,
ham,chewing gum,frozen vegetables,,,,,,,,
other vegetables,soda,,,,,,,,,
yogurt,domestic eggs,frozen vegetables,fruit/vegetable juice,,,,,,,
nuts/prunes,cream cheese ,,,,,,,,,
frankfurter,cat food,,,,,,,,,
rolls/buns,domestic eggs,,,,,,,,,
pot plants,soda,,,,,,,,,
bottled water,onions,root vegetables,grapes,,,,,,,
butter,beef,,,,,,,,,
whole milk,sauces,,,,,,,,,
tropical fruit,rolls/buns,,,,,,,,,
cream cheese ,white bread,,,,,,,,,
whipped/sour cream,hygiene articles,,,,,,,,,
misc. beverages,salt,,,,,,,,,
sausage,whole milk,,,,,,,,,
rolls/buns,shopping bags,,,,,,,,,
frankfurter,whole milk,instant coffee,bottled water,,,,,,,
rolls/buns,chewing gum,,,,,,,,,
berries,frozen meals,shopping bags,,,,,,,,
berries,ham,,,,,,,,,
canned beer,specialty bar,,,,,,,,,
sausage,dessert,,,,,,,,,
frankfurter,whole milk,whole milk,specialty bar,,,,,,,
liquor,UHT-milk,,,,,,,,,
grapes,root vegetables,shopping bags,,,,,,,,
soda,soda,,,,,,,,,
sausage,bottled beer,,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
onions,vinegar,,,,,,,,,
pork,canned beer,rolls/buns,yogurt,mustard,oil,popcorn,whipped/sour cream,,,
canned beer,tropical fruit,fruit/vegetable juice,shopping bags,,,,,,,
spread cheese,specialty chocolate,,,,,,,,,
baking powder,beef,,,,,,,,,
other vegetables,whole milk,rolls/buns,other vegetables,bottled water,whole milk,yogurt,other vegetables,,,
whole milk,hard cheese,,,,,,,,,
ham,cream cheese ,,,,,,,,,
shopping bags,domestic eggs,,,,,,,,,
whole milk,specialty chocolate,bottled beer,canned beer,rolls/buns,,,,,,
citrus fruit,butter,,,,,,,,,
frankfurter,packaged fruit/vegetables,,,,,,,,,
citrus fruit,cream cheese ,waffles,,,,,,,,
whole milk,frozen fish,,,,,,,,,
salty snack,frozen vegetables,,,,,,,,,
chocolate,pastry,butter,,,,,,,,
pip fruit,dessert,hard cheese,,,,,,,,
rolls/buns,salty snack,,,,,,,,,
root vegetables,chocolate,,,,,,,,,
berries,other vegetables,,,,,,,,,
butter milk,zwieback,domestic eggs,,,,,,,,
chicken,fruit/vegetable juice,,,,,,,,,
bottled beer,frozen vegetables,,,,,,,,,
whole milk,bottled water,,,,,,,,,
whole milk,onions,,,,,,,,,
tropical fruit,domestic eggs,,,,,,,,,
white wine,photo/film,whipped/sour cream,,,,,,,,
root vegetables,pickled vegetables,,,,,,,,,
bottled beer,tropical fruit,red/blush wine,baking powder,,,,,,,
bottled water,whole milk,,,,,,,,,
yogurt,bottled water,,,,,,,,,
citrus fruit,other vegetables,,,,,,,,,
soda,pip fruit,pasta,,,,,,,,
bottled beer,pork,,,,,,,,,
whole milk,coffee,brandy,,,,,,,,
bottled water,red/blush wine,onions,brown bread,,,,,,,
sausage,root vegetables,,,,,,,,,
whole milk,shopping bags,specialty bar,,,,,,,,
sausage,root vegetables,,,,,,,,,
dish cleaner,soda,,,,,,,,,
citrus fruit,brown bread,candy,domestic eggs,,,,,,,
tropical fruit,sausage,,,,,,,,,
root vegetables,other vegetables,specialty chocolate,,,,,,,,
soda,fruit/vegetable juice,,,,,,,,,
soda,soda,pip fruit,popcorn,soda,pasta,whole milk,dental care,,,
rolls/buns,soda,,,,,,,,,
waffles,whole milk,shopping bags,flour,shopping bags,,,,,,
curd,brown bread,,,,,,,,,
pork,frozen vegetables,,,,,,,,,
sausage,whole milk,,,,,,,,,
chicken,other vegetables,,,,,,,,,
roll products ,dishes,,,,,,,,,
whole milk,root vegetables,margarine,,,,,,,,
frozen meals,dessert,,,,,,,,,
berries,domestic eggs,,,,,,,,,
tropical fruit,sausage,hamburger meat,zwieback,specialty cheese,domestic eggs,,,,,
white bread,curd cheese,,,,,,,,,
beef,tropical fruit,,,,,,,,,
bottled beer,sugar,bottled water,,,,,,,,
tropical fruit,other vegetables,,,,,,,,,
dish cleaner,curd,,,,,,,,,
citrus fruit,whipped/sour cream,,,,,,,,,
tropical fruit,UHT-milk,,,,,,,,,
tropical fruit,brown bread,whole milk,,,,,,,,
pork,whole milk,whole milk,,,,,,,,
pastry,soda,,,,,,,,,
packaged fruit/vegetables,flour,,,,,,,,,
citrus fruit,herbs,pudding powder,,,,,,,,
curd,dessert,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
root vegetables,canned beer,,,,,,,,,
chicken,curd,,,,,,,,,
tropical fruit,pickled vegetables,,,,,,,,,
whipped/sour cream,roll products ,,,,,,,,,
liver loaf,processed cheese,canned beer,,,,,,,,
pastry,canned beer,,,,,,,,,
specialty bar,domestic eggs,,,,,,,,,
cat food,semi-finished bread,,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
yogurt,rolls/buns,soda,,,,,,,,
bottled beer,bottled water,whipped/sour cream,sugar,,,,,,,
canned beer,turkey,,,,,,,,,
berries,newspapers,frozen fish,,,,,,,,
other vegetables,rolls/buns,waffles,,,,,,,,
sausage,chicken,frozen vegetables,whole milk,packaged fruit/vegetables,,,,,,
condensed milk,yogurt,butter,,,,,,,,
sparkling wine,bottled water,,,,,,,,,
seasonal products,bottled beer,,,,,,,,,
other vegetables,condensed milk,other vegetables,bottled water,pastry,misc. beverages,,,,,
softener,soda,,,,,,,,,
whole milk,specialty bar,,,,,,,,,
canned beer,semi-finished bread,,,,,,,,,
frankfurter,yogurt,,,,,,,,,
canned beer,yogurt,,,,,,,,,
root vegetables,seasonal products,,,,,,,,,
frankfurter,shopping bags,,,,,,,,,
sliced cheese,margarine,,,,,,,,,
chicken,bottled water,,,,,,,,,
chicken,root vegetables,,,,,,,,,
specialty bar,misc. beverages,,,,,,,,,
pip fruit,pork,seasonal products,canned beer,,,,,,,
whole milk,frozen fish,,,,,,,,,
sausage,hygiene articles,,,,,,,,,
yogurt,fruit/vegetable juice,,,,,,,,,
cleaner,other vegetables,,,,,,,,,
other vegetables,whipped/sour cream,,,,,,,,,
chocolate,whole milk,,,,,,,,,
whole milk,whole milk,sausage,newspapers,soda,flour,bottled water,liquor,,,
tropical fruit,citrus fruit,domestic eggs,root vegetables,,,,,,,
domestic eggs,root vegetables,semi-finished bread,curd,,,,,,,
chicken,chocolate marshmallow,hygiene articles,,,,,,,,
soap,rum,,,,,,,,,
tropical fruit,sausage,ham,root vegetables,turkey,pastry,pasta,soda,,,
sausage,shopping bags,,,,,,,,,
candles,chewing gum,,,,,,,,,
tropical fruit,tropical fruit,dessert,sweet spreads,,,,,,,
other vegetables,beef,soda,curd,butter,,,,,,
soda,dessert,dishes,sugar,,,,,,,
bottled beer,beverages,hard cheese,fruit/vegetable juice,,,,,,,
frozen meals,napkins,,,,,,,,,
pork,frozen dessert,newspapers,,,,,,,,
other vegetables,whole milk,,,,,,,,,
other vegetables,sausage,whole milk,butter milk,packaged fruit/vegetables,,,,,,
whole milk,frozen vegetables,semi-finished bread,,,,,,,,
frankfurter,syrup,,,,,,,,,
beef,shopping bags,,,,,,,,,
ham,red/blush wine,,,,,,,,,
meat,canned fish,brown bread,,,,,,,,
whole milk,napkins,pastry,long life bakery product,,,,,,,
hamburger meat,cream cheese ,,,,,,,,,
citrus fruit,berries,,,,,,,,,
misc. beverages,shopping bags,yogurt,,,,,,,,
canned beer,canned fish,,,,,,,,,
other vegetables,ice cream,pork,salt,,,,,,,
butter,frozen meals,,,,,,,,,
oil,cream cheese ,white bread,,,,,,,,
bottled water,whole milk,,,,,,,,,
misc. beverages,salt,candy,,,,,,,,
chicken,UHT-milk,,,,,,,,,
bottled water,frozen vegetables,frozen vegetables,UHT-milk,,,,,,,
pet care,shopping bags,,,,,,,,,
berries,frankfurter,beef,brown bread,,,,,,,
soda,whole milk,,,,,,,,,
tropical fruit,condensed milk,pastry,,,,,,,,
pip fruit,rolls/buns,,,,,,,,,
specialty bar,soda,,,,,,,,,
pork,yogurt,whole milk,,,,,,,,
root vegetables,other vegetables,,,,,,,,,
other vegetables,rolls/buns,specialty cheese,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
salt,cream cheese ,,,,,,,,,
root vegetables,other vegetables,whipped/sour cream,sweet spreads,,,,,,,
tropical fruit,grapes,,,,,,,,,
yogurt,soda,,,,,,,,,
pip fruit,chocolate marshmallow,,,,,,,,,
chicken,organic products,,,,,,,,,
whole milk,beef,citrus fruit,newspapers,bottled water,,,,,,
candy,bottled water,,,,,,,,,
soda,grapes,,,,,,,,,
soda,yogurt,,,,,,,,,
chicken,whole milk,,,,,,,,,
soda,other vegetables,,,,,,,,,
tropical fruit,citrus fruit,yogurt,frankfurter,specialty chocolate,hard cheese,whole milk,canned beer,,,
root vegetables,yogurt,pickled vegetables,,,,,,,,
onions,waffles,bottled beer,,,,,,,,
ham,pastry,,,,,,,,,
frozen vegetables,coffee,,,,,,,,,
rolls/buns,root vegetables,,,,,,,,,
photo/film,grapes,,,,,,,,,
canned beer,organic products,whole milk,frozen dessert,misc. beverages,,,,,,
pork,rolls/buns,brown bread,yogurt,,,,,,,
chicken,coffee,,,,,,,,,
frankfurter,other vegetables,,,,,,,,,
whole milk,pastry,,,,,,,,,
canned beer,other vegetables,,,,,,,,,
newspapers,newspapers,,,,,,,,,
specialty chocolate,baking powder,soda,,,,,,,,
other vegetables,shopping bags,,,,,,,,,
citrus fruit,frozen meals,,,,,,,,,
soda,newspapers,,,,,,,,,
curd,whipped/sour cream,,,,,,,,,
soda,soda,cereals,,,,,,,,
pastry,pip fruit,,,,,,,,,
bottled beer,newspapers,pickled vegetables,mustard,,,,,,,
UHT-milk,dishes,frozen dessert,,,,,,,,
frozen potato products,rolls/buns,,,,,,,,,
citrus fruit,frozen potato products,,,,,,,,,
root vegetables,instant coffee,,,,,,,,,
tropical fruit,soft cheese,shopping bags,,,,,,,,
canned beer,pork,,,,,,,,,
oil,soda,sliced cheese,,,,,,,,
berries,other vegetables,,,,,,,,,
hygiene articles,hygiene articles,pastry,,,,,,,,
shopping bags,rubbing alcohol,,,,,,,,,
other vegetables,curd,,,,,,,,,
sausage,pastry,dish cleaner,,,,,,,,
mustard,salt,,,,,,,,,
pip fruit,fruit/vegetable juice,,,,,,,,,
UHT-milk,newspapers,salty snack,,,,,,,,
soda,soda,,,,,,,,,
coffee,hard cheese,domestic eggs,,,,,,,,
chocolate,soda,,,,,,,,,
other vegetables,abrasive cleaner,,,,,,,,,
other vegetables,brown bread,,,,,,,,,
butter,dog food,,,,,,,,,
root vegetables,bottled beer,,,,,,,,,
tropical fruit,bottled beer,,,,,,,,,
tropical fruit,whole milk,rolls/buns,cream cheese ,whole milk,shopping bags,,,,,
root vegetables,other vegetables,bottled beer,softener,,,,,,,
whole milk,UHT-milk,canned beer,whole milk,coffee,house keeping products,other vegetables,pip fruit,,,
citrus fruit,shopping bags,,,,,,,,,
canned beer,rolls/buns,berries,domestic eggs,,,,,,,
tropical fruit,pip fruit,herbs,yogurt,bottled water,sweet spreads,,,,,
ham,yogurt,,,,,,,,,
tropical fruit,yogurt,curd,margarine,,,,,,,
tropical fruit,herbs,long life bakery product,,,,,,,,
other vegetables,rolls/buns,,,,,,,,,
waffles,whole milk,other vegetables,white bread,,,,,,,
whole milk,mustard,,,,,,,,,
root vegetables,pastry,,,,,,,,,
beef,whole milk,root vegetables,whipped/sour cream,whipped/sour cream,other vegetables,,,,,
bottled beer,rolls/buns,soda,,,,,,,,
whole milk,ham,other vegetables,rum,canned beer,,,,,,
whole milk,root vegetables,,,,,,,,,
tropical fruit,chocolate,,,,,,,,,
sausage,finished products,whole milk,yogurt,pastry,sliced cheese,onions,chewing gum,,,
pastry,Instant food products,,,,,,,,,
cake bar,bottled beer,,,,,,,,,
bottled water,chocolate,,,,,,,,,
margarine,herbs,,,,,,,,,
bottled water,rolls/buns,,,,,,,,,
sausage,yogurt,,,,,,,,,
soda,hard cheese,,,,,,,,,
beef,whipped/sour cream,,,,,,,,,
chewing gum,pot plants,,,,,,,,,
other vegetables,chewing gum,,,,,,,,,
whole milk,brown bread,,,,,,,,,
whole milk,curd,bottled beer,newspapers,,,,,,,
salt,brown bread,,,,,,,,,
chicken,white bread,,,,,,,,,
herbs,sugar,,,,,,,,,
root vegetables,herbs,,,,,,,,,
turkey,shopping bags,,,,,,,,,
other vegetables,beef,,,,,,,,,
root vegetables,herbs,cereals,,,,,,,,
root vegetables,frozen vegetables,domestic eggs,,,,,,,,
fruit/vegetable juice,candy,,,,,,,,,
whole milk,yogurt,pasta,,,,,,,,
chocolate marshmallow,yogurt,soda,,,,,,,,
sugar,popcorn,baking powder,,,,,,,,
rolls/buns,soda,chocolate,soda,,,,,,,
whole milk,whipped/sour cream,,,,,,,,,
citrus fruit,other vegetables,frozen vegetables,waffles,,,,,,,
photo/film,white wine,other vegetables,brown bread,canned fish,margarine,sliced cheese,,,,
soda,other vegetables,,,,,,,,,
liquor,sweet spreads,,,,,,,,,
sugar,cream cheese ,,,,,,,,,
rolls/buns,seasonal products,,,,,,,,,
salty snack,condensed milk,,,,,,,,,
pastry,UHT-milk,,,,,,,,,
whipped/sour cream,rolls/buns,,,,,,,,,
sausage,hamburger meat,newspapers,,,,,,,,
pork,other vegetables,yogurt,,,,,,,,
hamburger meat,whole milk,root vegetables,hygiene articles,hygiene articles,brown bread,,,,,
citrus fruit,soda,,,,,,,,,
soda,other vegetables,,,,,,,,,
root vegetables,soda,,,,,,,,,
pastry,dessert,,,,,,,,,
ham,whole milk,,,,,,,,,
frankfurter,whole milk,,,,,,,,,
turkey,whole milk,,,,,,,,,
citrus fruit,whole milk,,,,,,,,,
onions,whipped/sour cream,red/blush wine,,,,,,,,
citrus fruit,root vegetables,whole milk,chewing gum,coffee,shopping bags,,,,,
shopping bags,detergent,,,,,,,,,
sausage,yogurt,,,,,,,,,
rolls/buns,whole milk,,,,,,,,,
citrus fruit,flower (seeds),domestic eggs,,,,,,,,
oil,bottled water,oil,,,,,,,,
bottled beer,other vegetables,,,,,,,,,
ham,tropical fruit,,,,,,,,,
liquor (appetizer),whole milk,,,,,,,,,
tropical fruit,specialty bar,whole milk,,,,,,,,
frankfurter,meat,roll products ,pip fruit,,,,,,,
candy,specialty cheese,,,,,,,,,
other vegetables,frozen meals,,,,,,,,,
UHT-milk,herbs,butter,oil,,,,,,,
other vegetables,liquor,,,,,,,,,
coffee,sliced cheese,whipped/sour cream,butter milk,,,,,,,
whole milk,white bread,,,,,,,,,
whole milk,brown bread,,,,,,,,,
sausage,sliced cheese,yogurt,pastry,hygiene articles,,,,,,
bottled beer,whipped/sour cream,,,,,,,,,
pip fruit,fruit/vegetable juice,whipped/sour cream,soda,,,,,,,
